Protein Construct,Date,Stock Concentration mg/mL,pH,A400,A280_1hr,A280_48-72hr,Stock ID,vWA ID
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,8,-0.07,0.859,0.745,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,8,-0.11,0.847,0.774,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,8,-0.08,0.879,0.769,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,8,-0.08,0.886,0.768,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,8.5,-0.02,0.843,0.867,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,8.5,0,0.859,0.933,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,8.5,0.03,0.875,1.006,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,8.5,-0.01,0.843,0.815,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,8.5,0.03,0.855,0.794,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,8.5,0.03,0.852,0.807,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,9,-0.04,0.856,0.873,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,9,0.02,0.843,0.881,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,9,0.01,0.858,0.878,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,9,-0.02,0.852,0.893,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,9,0.03,0.872,0.946,S5,
2Trig-10xHis-1TEL-SR-DARPin,5/10/2025,4.737,9,0.04,0.868,0.929,S5,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,4,2.86,0.041,-0.015,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,4,3,0.034,-0.024,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,4,3.82,0.028,-0.015,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,4,1.32,0.047,-0.026,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,4,1.32,0.018,-0.011,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,4,1.17,0.027,-0.008,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,4.5,3.34,-0.001,-0.004,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,4.5,2.49,0.006,0.005,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,4.5,3.99,0.009,-0.006,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,4.5,1.51,-0.006,0.009,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,4.5,1.38,0.009,0.015,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,4.5,1.71,0.023,0.005,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,5,0.05,0.658,0.343,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,5,0.01,0.669,0.312,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,5,0.01,0.686,0.334,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,5,0.08,0.665,0.322,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,5,0.03,0.67,0.3,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,5,0.06,0.677,0.321,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,5.5,0,1.076,0.985,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,5.5,0,1.089,0.998,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,5.5,0,1.132,1.014,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,5.5,0.01,1.035,0.987,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,5.5,-0.02,1.046,0.999,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,5.5,0.04,0.995,1.022,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,6,0.04,0.961,0.993,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,6,-0.01,0.971,0.977,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,6,0.02,0.985,1.009,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,6,0.02,0.971,0.979,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,6,0.02,0.98,0.986,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,6,0.05,0.998,0.998,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,6.5,0,0.847,0.352,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,6.5,0.01,0.85,0.336,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,6.5,0.06,0.832,0.333,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,6.5,-0.02,0.827,0.332,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,6.5,0.01,0.845,0.332,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,6.5,0.06,0.872,0.365,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,7,0.02,0.934,0.944,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,7,0.04,0.95,0.962,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,7,0.1,0.959,0.997,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,7,0.01,0.931,0.941,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,7,0.05,0.949,0.945,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,7,0.12,0.964,0.949,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,7.5,-0.01,0.944,0.952,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,7.5,0.02,0.944,0.942,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,7.5,0.07,0.966,0.953,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,7.5,0.01,0.941,0.949,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,7.5,0.05,0.957,0.957,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,7.5,0.08,0.964,0.978,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,8,0,0.93,0.953,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,8,0.03,0.955,0.937,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,8,0.05,0.949,0.942,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,8,0.02,0.927,0.924,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,8,0.04,0.946,0.922,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,8,0.05,0.949,0.922,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,8.5,0.01,0.996,0.963,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,8.5,0.02,1.013,0.943,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,8.5,0.06,1.013,0.944,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,8.5,-0.01,0.944,0.95,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,8.5,0.03,0.953,0.946,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,8.5,0.09,0.963,0.941,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,9,0.02,0.885,0.935,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,9,0.06,0.895,0.931,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,9,0.09,0.91,0.936,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,9,0.03,0.889,0.95,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,9,0.06,0.895,0.965,S6,
10xHis-1TEL-SR-DARPin,5/10/2025,4.825,9,0.08,0.911,0.964,S6,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,4,0.58,0.094,0.104,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,4,0.35,0.109,0.099,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,4,0.75,0.241,0.114,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,4,0.02,0.123,0.098,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,4,0.07,0.117,0.106,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,4,0.07,0.094,0.09,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,4.5,0.68,0.295,0.194,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,4.5,1.29,0.246,0.208,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,4.5,1.62,0.231,0.19,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,4.5,1.63,0.338,0.206,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,4.5,2.51,0.318,0.18,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,4.5,2.94,0.312,0.177,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,5,0.12,1.001,0.866,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,5,0.13,1.188,0.889,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,5,0.16,1.265,0.886,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,5,0.13,0.977,0.884,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,5,0.12,0.981,0.842,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,5,0.13,0.998,0.839,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,5.5,0.09,1.035,1.004,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,5.5,0.05,1.011,1.015,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,5.5,0.09,1.045,1.012,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,5.5,0.24,1.057,1.012,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,5.5,0.06,1.102,1.045,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,5.5,0.08,1.133,1.054,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,6,-0.05,1.192,1.054,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,6,-0.06,1.225,1.048,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,6,0.05,1.209,1.064,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,6,-0.07,1.249,1.036,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,6,-0.03,1.264,1.048,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,6,-0.03,1.226,1.076,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,6.5,0.14,1.002,0.831,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,6.5,0.01,1.037,0.863,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,6.5,0.11,1.133,0.888,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,6.5,0.03,0.969,0.844,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,6.5,0.09,0.962,0.882,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,6.5,0.17,0.977,0.926,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,7,-0.03,1.003,0.966,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,7,0.04,0.986,0.976,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,7,0.04,0.96,0.995,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,7,0.02,0.96,0.996,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,7,0.07,1.004,1.02,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,7,0.12,1.033,1.192,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,7.5,0.18,0.972,0.943,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,7.5,0.03,0.974,0.951,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,7.5,0,0.969,0.986,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,7.5,0.32,0.991,0.966,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,7.5,0.49,1.013,0.981,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,7.5,0.47,1.044,0.981,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,8,0.11,0.974,0.975,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,8,0.01,0.962,0.968,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,8,0.12,0.972,0.951,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,8,0.11,0.978,0.948,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,8,0.1,0.979,0.953,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,8,0.23,0.981,0.966,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,8.5,-0.07,0.987,0.939,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,8.5,-0.14,0.972,0.975,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,8.5,0.28,0.971,0.983,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,8.5,0.11,0.977,0.986,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,8.5,0.07,0.98,1.035,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,8.5,0.12,1.006,1.007,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,9,-0.05,0.951,0.963,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,9,-0.02,0.948,0.996,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,9,0.02,0.937,1.018,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,9,-0.04,0.958,1.001,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,9,-0.01,0.973,0.991,S7,
2Trig-10xHis-1TEL-TV-vWA,5/22/2025,5.024,9,-0.01,0.997,0.978,S7,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,4,2.54,0.021,0.048,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,4,2.38,0.019,0.058,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,4,2.48,0.019,0.07,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,4,2.3,0.038,0.053,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,4,2.36,0.069,0.046,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,4,2.14,0.046,0.056,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,4.5,2.49,0.022,0.017,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,4.5,2.22,0.015,0.013,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,4.5,2.07,0.023,0.032,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,4.5,2.53,0.018,0.013,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,4.5,2.8,0.023,0.023,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,4.5,2.91,0.018,0.021,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,5,2.83,0.009,-0.001,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,5,3.01,0.007,0.007,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,5,3.19,0.014,0.006,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,5,3.01,0.007,0.005,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,5,2.96,0.015,0.004,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,5,2.85,0.025,0.002,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,5.5,3.36,0.035,0.013,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,5.5,3.37,0.041,0.008,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,5.5,3.35,0.032,0.003,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,5.5,3.34,0.096,0.015,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,5.5,3.17,0.039,0.01,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,5.5,3.42,0.092,0.008,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,6,2.98,0.061,0.019,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,6,2.97,0.053,0.012,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,6,3.18,0.058,0.016,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,6,2.92,0.079,0.012,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,6,2.83,0.06,0.009,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,6,2.81,0.064,0.01,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,6.5,3.53,0.366,0.475,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,6.5,3.84,0.366,0.455,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,6.5,3.45,0.394,0.41,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,6.5,3.3,0.423,0.419,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,6.5,3.33,0.393,0.404,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,6.5,3.47,0.385,0.39,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,7,3.66,1.124,2.461,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,7,4.68,1.167,2.606,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,7,5.03,1.261,2.613,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,7,4.23,1.14,2.28,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,7,4.68,1.227,2.277,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,7,4.79,1.334,2.195,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,7.5,0.09,1.071,1.14,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,7.5,0.09,1.041,1.099,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,7.5,0.1,1.037,1.099,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,7.5,0.06,1.079,1.083,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,7.5,0.06,1.066,1.065,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,7.5,0.12,1.059,1.033,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,8,-0.02,1.168,1.202,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,8,-0.03,1.165,1.186,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,8,0.01,1.156,1.165,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,8,-0.07,1.156,1.173,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,8,-0.01,1.157,1.149,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,8,0.02,1.155,1.133,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,8.5,-0.02,1.043,1.016,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,8.5,0,1.032,1.014,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,8.5,0.07,1.019,1.003,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,8.5,0,1.025,1.013,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,8.5,0.02,1.012,1.022,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,8.5,0.05,1.017,1.024,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,9,0.13,1.808,1.761,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,9,0.14,1.805,1.761,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,9,0.16,1.797,1.883,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,9,0.08,1.818,1.832,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,9,0.21,1.807,1.814,S8,
1TEL-GG-TNK1.UBA,5/26/2025,4.964,9,0.51,1.8,1.835,S8,
10xHis-1TEL-TV-vWA,6/5/2025,5.038,4,,1.214,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,4,,0.862,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,4,,2.847,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,4,,0.044,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,4,,0.038,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,4,,-0.001,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,4.5,,0.043,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,4.5,,0.033,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,4.5,,0.028,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,4.5,,0.033,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,4.5,,0.027,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,4.5,,0.024,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,5,,0.13,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,5,,0.112,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,5,,0.095,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,5,,0.139,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,5,,0.11,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,5,,0.154,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,5.5,,0.197,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,5.5,,0.2,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,5.5,,0.194,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,5.5,,0.29,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,5.5,,0.25,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,5.5,,0.214,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,6,,0.23,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,6,,0.244,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,6,,0.228,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,6,,0.25,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,6,,0.23,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,6,,0.225,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,6.5,,0.184,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,6.5,,0.187,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,6.5,,0.209,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,6.5,,0.189,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,6.5,,0.183,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,6.5,,0.165,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,7,,0.281,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,7,,0.275,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,7,,0.257,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,7,,0.289,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,7,,0.277,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,7,,0.267,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,7.5,,0.337,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,7.5,,0.304,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,7.5,,0.308,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,7.5,,0.333,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,7.5,,0.338,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,7.5,,0.305,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,8,,0.51,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,8,,0.501,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,8,,0.504,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,8,,0.509,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,8,,0.495,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,8,,0.485,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,8.5,,0.845,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,8.5,,0.836,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,8.5,,0.82,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,8.5,,0.836,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,8.5,,0.834,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,8.5,,0.822,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,9,,0.981,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,9,,0.988,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,9,,0.957,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,9,,1.013,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,9,,1.005,,,W1
10xHis-1TEL-TV-vWA,6/5/2025,5.038,9,,0.996,,,W1
1TEL-GG-TNK1.UBA,6/11/2025,4.998,4,4.95^,0.04,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,4,5.96^,0.035,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,4,5.59^,0.029,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,4,3.32,0.063,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,4,3.52,0.037,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,4,3.44,0.03,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,4.5,2.75,0.012,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,4.5,2.68,0.01,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,4.5,2.72,0.004,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,4.5,2.96,0.026,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,4.5,2.93,0.027,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,4.5,2.63,0.014,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,5,1.33,0.007,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,5,1,0.001,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,5,0.88,0.009,,,
1TEL-GG-TNK1.UBA,6/11/2025,4.998,5,1.75,0.008,,,
